Producte;Data;Referencia;Des de;A;Quantitat;Signe;Estoc acumulat
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;29/10/2025;MGZ01/ENTRA/00005;Vendors;MGZ01/Stock;224;1;0.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;05/11/2025;MGZ01/ENTRA/00007;Vendors;MGZ01/Stock;182;1;182.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;07/11/2025;MGZ01/SURT/00010;MGZ01/Stock;Customers;74;-1;108.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;07/11/2025;MGZ01/SURT/00009;MGZ01/Stock;Customers;61;-1;47.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;07/11/2025;MGZ01/SURT/00008;MGZ01/Stock;Customers;47;-1;0.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;14/11/2025;MGZ01/SURT/00013;MGZ01/Stock;Customers;62;-1;-62.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;14/11/2025;MGZ01/SURT/00012;MGZ01/Stock;Customers;76;-1;-138.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;14/11/2025;MGZ01/SURT/00011;MGZ01/Stock;Customers;67;-1;-205.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;14/11/2025;MGZ01/ENTRA/00011;Vendors;MGZ01/Stock;205;1;0.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;21/11/2025;MGZ01/SURT/00016;MGZ01/Stock;Customers;81;-1;-81.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;21/11/2025;MGZ01/SURT/00015;MGZ01/Stock;Customers;85;-1;-166.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;21/11/2025;MGZ01/SURT/00014;MGZ01/Stock;Customers;39;-1;-205.0
[PB0001] Unipaper, Paquet de 100 Folis A4 Llisos de 100g;21/11/2025;MGZ01/ENTRA/00012;Vendors;MGZ01/Stock;205;1;0.0
[PE0003] Paper de guix A4 300 g, 20 fulls;24/10/2025;MGZ01/SURT/00004;MGZ01/Stock;Customers;61;-1;-61.0
[PE0003] Paper de guix A4 300 g, 20 fulls;24/10/2025;MGZ01/SURT/00003;MGZ01/Stock;Customers;83;-1;-144.0
[PE0003] Paper de guix A4 300 g, 20 fulls;24/10/2025;MGZ01/SURT/00002;MGZ01/Stock;Customers;48;-1;-192.0
[PE0003] Paper de guix A4 300 g, 20 fulls;24/10/2025;MGZ01/ENTRA/00004;Vendors;MGZ01/Stock;192;1;0.0
[PE0003] Paper de guix A4 300 g, 20 fulls;29/10/2025;MGZ01/SURT/00007;MGZ01/Stock;Customers;63;-1;-63.0
[PE0003] Paper de guix A4 300 g, 20 fulls;29/10/2025;MGZ01/SURT/00006;MGZ01/Stock;Customers;62;-1;-125.0
[PE0003] Paper de guix A4 300 g, 20 fulls;29/10/2025;MGZ01/SURT/00005;MGZ01/Stock;Customers;75;-1;-200.0
[PE0003] Paper de guix A4 300 g, 20 fulls;29/10/2025;MGZ01/ENTRA/00006;Vendors;MGZ01/Stock;200;1;0.0
[PE0003] Paper de guix A4 300 g, 20 fulls;05/11/2025;MGZ01/ENTRA/00008;Vendors;MGZ01/Stock;208;1;208.0
[PE0003] Paper de guix A4 300 g, 20 fulls;07/11/2025;MGZ01/SURT/00010;MGZ01/Stock;Customers;75;-1;133.0
[PE0003] Paper de guix A4 300 g, 20 fulls;07/11/2025;MGZ01/SURT/00009;MGZ01/Stock;Customers;63;-1;70.0
[PE0003] Paper de guix A4 300 g, 20 fulls;07/11/2025;MGZ01/SURT/00008;MGZ01/Stock;Customers;70;-1;0.0
[PE0003] Paper de guix A4 300 g, 20 fulls;14/11/2025;MGZ01/SURT/00013;MGZ01/Stock;Customers;68;-1;-68.0
[PE0003] Paper de guix A4 300 g, 20 fulls;14/11/2025;MGZ01/SURT/00012;MGZ01/Stock;Customers;70;-1;-138.0
[PE0003] Paper de guix A4 300 g, 20 fulls;14/11/2025;MGZ01/SURT/00011;MGZ01/Stock;Customers;83;-1;-221.0
[PE0003] Paper de guix A4 300 g, 20 fulls;14/11/2025;MGZ01/ENTRA/00010;Vendors;MGZ01/Stock;221;1;0.0
[PE0003] Paper de guix A4 300 g, 20 fulls;21/11/2025;MGZ01/SURT/00016;MGZ01/Stock;Customers;88;-1;-88.0
[PE0003] Paper de guix A4 300 g, 20 fulls;21/11/2025;MGZ01/SURT/00015;MGZ01/Stock;Customers;86;-1;-174.0
[PE0003] Paper de guix A4 300 g, 20 fulls;21/11/2025;MGZ01/SURT/00014;MGZ01/Stock;Customers;56;-1;-230.0
[PE0003] Paper de guix A4 300 g, 20 fulls;21/11/2025;MGZ01/ENTRA/00013;Vendors;MGZ01/Stock;230;1;0.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;24/10/2025;MGZ01/SURT/00004;MGZ01/Stock;Customers;63;-1;-63.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;24/10/2025;MGZ01/SURT/00003;MGZ01/Stock;Customers;82;-1;-145.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;24/10/2025;MGZ01/SURT/00002;MGZ01/Stock;Customers;70;-1;-215.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;24/10/2025;MGZ01/ENTRA/00004;Vendors;MGZ01/Stock;215;1;0.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;29/10/2025;MGZ01/SURT/00007;MGZ01/Stock;Customers;57;-1;-57.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;29/10/2025;MGZ01/SURT/00006;MGZ01/Stock;Customers;65;-1;-122.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;29/10/2025;MGZ01/SURT/00005;MGZ01/Stock;Customers;77;-1;-199.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;29/10/2025;MGZ01/ENTRA/00006;Vendors;MGZ01/Stock;199;1;0.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;05/11/2025;MGZ01/ENTRA/00008;Vendors;MGZ01/Stock;220;1;220.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;07/11/2025;MGZ01/SURT/00010;MGZ01/Stock;Customers;72;-1;148.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;07/11/2025;MGZ01/SURT/00009;MGZ01/Stock;Customers;90;-1;58.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;07/11/2025;MGZ01/SURT/00008;MGZ01/Stock;Customers;58;-1;0.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;14/11/2025;MGZ01/SURT/00013;MGZ01/Stock;Customers;68;-1;-68.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;14/11/2025;MGZ01/SURT/00012;MGZ01/Stock;Customers;74;-1;-142.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;14/11/2025;MGZ01/SURT/00011;MGZ01/Stock;Customers;67;-1;-209.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;14/11/2025;MGZ01/ENTRA/00010;Vendors;MGZ01/Stock;209;1;0.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;21/11/2025;MGZ01/SURT/00016;MGZ01/Stock;Customers;74;-1;-74.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;21/11/2025;MGZ01/SURT/00015;MGZ01/Stock;Customers;74;-1;-148.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;21/11/2025;MGZ01/SURT/00014;MGZ01/Stock;Customers;83;-1;-231.0
[PR0004] Paper Reciclat A4 – 80 g – 250 fulls;21/11/2025;MGZ01/ENTRA/00013;Vendors;MGZ01/Stock;231;1;0.0
