Producte;Data;Referencia;Des de;A;Quantitat;Signe;Estoc acumulat
[BB0001] BOLÍGRAFS BIG - NEGRE - 50 UNITATS;19/11/2025;MGZ01/SURT/00014;MGZ01/Stock;Customers;105;-1;-317.0
[BB0001] BOLÍGRAFS BIG - NEGRE - 50 UNITATS;19/11/2025;MGZ01/ENTRA/00011;Vendors;MGZ01/Stock;317;1;0.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;22/10/2025;MGZ01/ENTRA/00003;Vendors;MGZ01/Stock;362;1;362.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;24/10/2025;MGZ01/SURT/00004;MGZ01/Stock;Customers;124;-1;238.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;24/10/2025;MGZ01/SURT/00003;MGZ01/Stock;Customers;112;-1;126.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;24/10/2025;MGZ01/SURT/00002;MGZ01/Stock;Customers;126;-1;0.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;29/10/2025;MGZ01/SURT/00007;MGZ01/Stock;Customers;131;-1;-131.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;29/10/2025;MGZ01/SURT/00006;MGZ01/Stock;Customers;110;-1;-241.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;29/10/2025;MGZ01/SURT/00005;MGZ01/Stock;Customers;117;-1;-358.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;29/10/2025;MGZ01/ENTRA/00006;Vendors;MGZ01/Stock;358;1;0.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;05/11/2025;MGZ01/SURT/00010;MGZ01/Stock;Customers;112;-1;-112.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;05/11/2025;MGZ01/SURT/00009;MGZ01/Stock;Customers;104;-1;-216.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;05/11/2025;MGZ01/SURT/00008;MGZ01/Stock;Customers;106;-1;-322.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;05/11/2025;MGZ01/ENTRA/00007;Vendors;MGZ01/Stock;322;1;0.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;14/11/2025;MGZ01/SURT/00013;MGZ01/Stock;Customers;109;-1;-109.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;14/11/2025;MGZ01/SURT/00012;MGZ01/Stock;Customers;99;-1;-208.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;14/11/2025;MGZ01/SURT/00011;MGZ01/Stock;Customers;97;-1;-305.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;14/11/2025;MGZ01/ENTRA/00009;Vendors;MGZ01/Stock;305;1;0.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;19/11/2025;MGZ01/SURT/00016;MGZ01/Stock;Customers;109;-1;-109.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;19/11/2025;MGZ01/SURT/00015;MGZ01/Stock;Customers;93;-1;-202.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;19/11/2025;MGZ01/SURT/00014;MGZ01/Stock;Customers;130;-1;-332.0
[CC0003] CARPETA DE CARTRÓ - Q-CONNECT - NEGRE;19/11/2025;MGZ01/ENTRA/00012;Vendors;MGZ01/Stock;332;1;0.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;22/10/2025;MGZ01/ENTRA/00004;Vendors;MGZ01/Stock;359;1;359.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;24/10/2025;MGZ01/SURT/00004;MGZ01/Stock;Customers;139;-1;220.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;24/10/2025;MGZ01/SURT/00003;MGZ01/Stock;Customers;111;-1;109.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;24/10/2025;MGZ01/SURT/00002;MGZ01/Stock;Customers;109;-1;0.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;29/10/2025;MGZ01/SURT/00007;MGZ01/Stock;Customers;118;-1;-118.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;29/10/2025;MGZ01/SURT/00006;MGZ01/Stock;Customers;85;-1;-203.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;29/10/2025;MGZ01/SURT/00005;MGZ01/Stock;Customers;134;-1;-337.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;29/10/2025;MGZ01/ENTRA/00005;Vendors;MGZ01/Stock;337;1;0.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;05/11/2025;MGZ01/SURT/00010;MGZ01/Stock;Customers;104;-1;-104.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;05/11/2025;MGZ01/SURT/00009;MGZ01/Stock;Customers;88;-1;-192.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;05/11/2025;MGZ01/SURT/00008;MGZ01/Stock;Customers;116;-1;-308.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;05/11/2025;MGZ01/ENTRA/00008;Vendors;MGZ01/Stock;308;1;0.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;14/11/2025;MGZ01/SURT/00013;MGZ01/Stock;Customers;73;-1;-73.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;14/11/2025;MGZ01/SURT/00012;MGZ01/Stock;Customers;95;-1;-168.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;14/11/2025;MGZ01/SURT/00011;MGZ01/Stock;Customers;88;-1;-256.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;14/11/2025;MGZ01/ENTRA/00010;Vendors;MGZ01/Stock;256;1;0.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;19/11/2025;MGZ01/SURT/00016;MGZ01/Stock;Customers;123;-1;-123.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;19/11/2025;MGZ01/SURT/00015;MGZ01/Stock;Customers;106;-1;-229.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;19/11/2025;MGZ01/SURT/00014;MGZ01/Stock;Customers;110;-1;-339.0
[FP0002] FUNDES DE PLÀTIC - GRAFLÀS - TRANSPARENTS;19/11/2025;MGZ01/ENTRA/00011;Vendors;MGZ01/Stock;339;1;0.0
